Provincia,Codice,Tipologia,Denominazione,Indirizzo,Civico,Localita,Cod. comune,Comune,CAP,Distr.,Telefono,Caratteristica scuola,Sede direttivo,Codice sede riferimento,Codice sede di direttivo,Denominazione sede direttivo,Indirizzo sede di direttivo,Cod. comune sede dir.,Comune sede di direttivo,CAP sede dir.,Distr. sede dir.,Classificazione Autonomia,Organico Autonomia,Organico Sede,Num. Sedi Autonomia,Macrotipologia Autonomia,Tipologia Autonomia,Tipologia Sede,S-Comune montano,Telefono Sede Autonomia,Fax Sede Autonomia,Fax Sede Autonomia_1,Indirizzo E-Mail Autonomia,Indirizzo E-Mail sede corsi,Indirizzo PEC Autonomia,Indirizzo PEC sede corsi,Codice_ISTAT_comune_SEDE,coorY,coorX,location
MI,MIAA8A601T,Scuola dell'Infanzia,Infanzia - Viale Europa,Viale Europa,2,GESSATE,D995,GESSATE,20060,058,0295380380,Ordinaria,SI,MIIC8A6001,MIIC8A6001,Alda FaipÃÂ²,"Viale Europa, 2",D995,GESSATE,20060,058,Statale,1469,112,6,Primo ciclo,Istituto Comprensivo,,Non montano,0295781004,0295383215,,miic8a6001@istruzione.it,,miic8a6001@pec.istruzione.it,miic8a6001@pec.istruzione.it,15106,45.5540984,9.4327435,"(45.5540984, 9.4327435)"
MI,MIEE84203N,Istituto Istruzione Primario,Primaria - San Francesco D'Assisi,Via Rosmini,,VANZAGHELLO,L664,VANZAGHELLO,20020,070,0331658113,Ordinaria,NO,MIIC84200D,MIIC84200D,Ada Negri,"Via Don Milani, 3",E819,MAGNAGO,20020,070,Statale,1177,276,6,Primo ciclo,Istituto Comprensivo,,Non montano,0331/658080,0331/659612,,miic84200d@istruzione.it,,miic84200d@pec.istruzione.it,miic84200d@pec.istruzione.it,15249,45.57877082,8.78520837,"(45.57877082, 8.78520837)"
MI,MIMM71901L,Istituto Istruzione Secondario Primo grado,Secondaria di Primo Grado - Beccaria sede associata carceraria - minorile,Via Calchi Taeggi,20,-,F205,MILANO,20152,074,,Carceraria,NO,MI991473DRM,MI991473DRM,CPIA - Milano,"Via De Rossi, 2",F205,MILANO,20156,074,Cpia,0,0,12,Istruzione Adulti,CTP,,Non montano,,0233000715,,franca.eda@tiscalinet.it,,,miic814009@pec.istruzione.it,15146,45.45321424,9.10897015,"(45.45321424, 9.10897015)"
MI,MIAA8A102Q,Scuola dell'Infanzia,Infanzia - Luini,Via Mincio,,,I690,SESTO SAN GIOVANNI,20099,064,,Ordinaria,NO,MIIC8A100T,MIIC8A100T,Anna Frank,"Via Boccaccio, 336",I690,SESTO SAN GIOVANNI,20099,064,Statale,825,46,6,Primo ciclo,Istituto Comprensivo,,Non montano,022481175,0226229439,,miic8a100t@istruzione.it,,,miaa8c804t@pec.istruzione.it,15209,45.55154024,9.26148795,"(45.55154024, 9.26148795)"
MI,MIEE895014,Istituto Istruzione Primario,Primaria - M.Montessori,Piazza Italia,,-,H930,SAN GIULIANO MILANESE,20098,057,029846485,Ordinaria,SI,MIIC895002,MIIC895002,Montessori,"Piazza Italia,",H930,SAN GIULIANO MILANESE,20098,057,Statale,1067,368,4,Primo ciclo,Istituto Comprensivo,,Non montano,029846485,0298243285,0298243285,miic895002@istruzione.it,istituto.comprensivo@montessorionline.it,miic895002@pec.istruzione.it,miic895002@pec.istruzione.it,15195,45.39808709,9.28331155,"(45.39808709, 9.28331155)"
MI,MIAA8E801X,Scuola dell'Infanzia,Infanzia - Negrini,Piazza Municipio,,,G206,OZZERO,20080,072,,Ordinaria,NO,MIIC8E8003,MIIC8E8003,"IC di Abbiategrasso, Via Colombo","Via Colombo, 10",A010,ABBIATEGRASSO,20081,072,Statale,1095,54,6,Primo ciclo,Istituto Comprensivo,,Non montano,0294960625,0294960625,,miee349034@istruzione.it,,miee349034@pec.istruzione.it,miee101006@pec.istruzione.it,15165,45.365577,8.9239381,"(45.365577, 8.9239381)"
MI,MIAA8ES011,Scuola dell'Infanzia,Infanzia - Don Sturzo,Via Don Sturzo,14a,,C565,CESANO BOSCONE,20090,073,,Ordinaria,NO,MIIC8ES004,MIIC8ES004,Emilio Alessandrini,"Via Bramante, 5",C565,CESANO BOSCONE,20090,073,Statale,1189,100,6,Primo ciclo,Istituto Comprensivo,,Non montano,024501300,024503925,,miic8es004@istruzione.it,,miic8es004@pec.istruzione.it,miaa354018@pec.istruzione.it,15074,45.434955,9.0839613,"(45.434955, 9.0839613)"
MI,MIEE88902T,Istituto Istruzione Primario,Primaria - Curiel,Via Curiel,,CORSICO,D045,CORSICO,20094,073,024582149,Ordinaria,NO,MIIC88900P,MIIC88900P,Copernico,"Via Don Tornaghi, 6",D045,CORSICO,20094,073,Statale,1106,108,6,Primo ciclo,Istituto Comprensivo,,Non montano,02 4402256,02 4403247,,miic88900p@istruzione.it,,miic88900p@pec.istruzione.it,miic88900p@pec.istruzione.it,15093,45.43928361,9.09325222,"(45.43928361, 9.09325222)"
MI,MIEE86901G,Istituto Istruzione Primario,Primaria - via Roma,Via Roma,,-,A127,ALBAIRATE,20080,072,0294920054,Ordinaria,NO,MIIC86900D,MIIC86900D,Erasmo da Rotterdam,"Via Giovanni XXIII, 8",C733,CISLIANO,20080,072,Statale,939,260,5,Primo ciclo,Istituto Comprensivo,,Non montano,029018574,029018574,,didattica@albaciscuole.it,,miic86900d@pec.istruzione.it,miic86900d@pec.istruzione.it,15005,45.42021324,8.93807685,"(45.42021324, 8.93807685)"
MI,MIEE8DD028,Istituto Istruzione Primario,Primaria - Russo-Pimentel,Via Russo,27,,F205,MILANO,20127,,,Ordinaria,NO,MIIC8DD005,MIIC8DD005,"IC di Milano, Via Giacosa 46","Via Giacosa, 46",F205,MILANO,20127,,Statale,1236,312,3,Primo ciclo,Istituto Comprensivo,,Non montano,0288441582,022892800,022892790,miic8dd005@istruzione.it,ddmirusso@rcm.inet.it,miic8dd005@pec.istruzione.it,miic8dt009@pec.istruzione.it,15146,45.497528,9.2267493,"(45.497528, 9.2267493)"
MI,MIMM84001V,Istituto Istruzione Secondario Primo grado,Secondaria Primo Grado -   Manzoni,Via Delle Scuole,,ARCONATE,A375,ARCONATE,20020,070,0331461318,Ordinaria,NO,MIIC84000T,MIIC84000T,Istituto Omnicomprensivo Europeo di Arconate e Buscate,"Via delle Scuole, 20",B286,ARCONATE,20020,070,Statale,1496,195,6,Omnicomprensivo,Omnicomprensivo,,Non montano,0331461318,0331539090,,miic84000t@istruzione.it,,miic84000t@pec.istruzione.it,miic84000t@pec.istruzione.it,15007,45.54256761,8.8407556,"(45.54256761, 8.8407556)"
MI,MIEE8BL01E,Istituto Istruzione Primario,Primaria - via Molise,Via Molise,3,PIOLTELLO / FRAZ. LIMITO,G686,PIOLTELLO,20096,058,029266078,Ordinaria,NO,MIIC8BL00C,MIIC8BL00C,Iqbal Masih,"Via Iqbal Masih, 5",G686,PIOLTELLO,20096,058,Statale,1397,247,6,Primo ciclo,Istituto Comprensivo,,Non montano,029267633,0292160981,,MIIC8BL00C@ISTRUZIONE.it,,miic8bl00c@pec.istruzione.it,miic8bl00c@pec.istruzione.it,15175,45.4825932,9.3236659,"(45.4825932, 9.3236659)"
MI,MIEE8A0014,Istituto Istruzione Primario,Primaria - Pascoli,Via Milano,,SESTO SAN GIOVANNI,I690,SESTO SAN GIOVANNI,20099,064,0222478339,Ordinaria,NO,MIIC8A0002,MIIC8A0002,Pascoli,"Via Fratelli di Dio, 101",I690,SESTO SAN GIOVANNI,20099,064,Statale,741,352,3,Primo ciclo,Istituto Comprensivo,,Non montano,023657491,0236574925,,miic8a0002@istruzione.it,,miic8a0002@pec.istruzione.it,miic8a0002@pec.istruzione.it,15209,45.52646734,9.24288953,"(45.52646734, 9.24288953)"
MI,MIAA8A4027,Scuola dell'Infanzia,Infanzia - S. Maria Al Castello Spec,Piazza Castello,23,PESSANO CON BORNAGO,G502,PESSANO CON BORNAGO,20060,058,0295740051,Ordinaria,NO,MIIC8A4009,MIIC8A4009,Daniela Mauro,"Via Roma, 8",G502,PESSANO CON BORNAGO,20060,058,Statale,1042,6,5,Primo ciclo,Istituto Comprensivo,,Non montano,029504563,0295749402,,miic8a4009@istruzione.it,,miic8a4009@pec.istruzione.it,miic8a4009@pec.istruzione.it,15172,45.55117965,9.38376721,"(45.55117965, 9.38376721)"
MI,MIMM886018,Istituto Istruzione Secondario Primo grado,Secondaria Primo Grado -   S. Pertini,Via Matteotti,3,ASSAGO,A473,ASSAGO,20090,073,024880007,Ordinaria,SI,MIIC886007,MIIC886007,Matteotti,"Via Matteotti, 3",A473,ASSAGO,20090,073,Statale,993,254,4,Primo ciclo,Istituto Comprensivo,,Non montano,02/4880007,02/4883894,024883894,miic886007@istruzione.it,icassago@tin.it,miic886007@pec.istruzione.it,miic886007@pec.istruzione.it,15011,45.40950276,9.13160209,"(45.40950276, 9.13160209)"
MI,MIEE306036,Istituto Istruzione Primario,Primaria - Bottego,Via S.Mamete,11,-,F205,MILANO,20128,083,022592269,Ordinaria,NO,MIEE306003,MIEE306003,Scuola Primaria Perasso,"Via Bottego, 4",F205,MILANO,20132,083,Statale,796,402,3,Primo ciclo,Altro,,Non montano,02-8844465,,,miee306003@istruzione.it,,miee306003@pec.istruzione.it,miee306003@pec.istruzione.it,15146,45.51067249,9.24703203,"(45.51067249, 9.24703203)"
MI,MIEE8A302L,Istituto Istruzione Primario,Primaria - Manzoni,Via Municipio,1,COLTURANO,C908,COLTURANO,20060,057,0298170123,Ordinaria,NO,MIIC8A300D,MIIC8A300D,Della Margherita,"Via Verdi, 3",M102,VIZZOLO PREDABISSI,20070,057,Statale,1368,82,12,Primo ciclo,Istituto Comprensivo,,Non montano,029832961,029832128,,miic8a300d@istruzione.it,,miic8a300d@pec.istruzione.it,miic8a300d@pec.istruzione.it,15082,45.3809588,9.3477804,"(45.3809588, 9.3477804)"
MI,MIEE810014,Istituto Istruzione Primario,Primaria - A.Manzoni,Via Vittorio Emanuele,,PREGNANA MILANESE,H026,PREGNANA MILANESE,20010,067,0293290338,Ordinaria,NO,MIIC810002,MIIC810002,A. Rizzoli,"Via Varese, 3",H026,PREGNANA MILANESE,20010,067,Statale,774,335,3,Primo ciclo,Istituto Comprensivo,,Non montano,0293290761,0293290761,,miic810002@istruzione.it,segreteria@icsrizzoli.it,miic810002@pec.istruzione.it,miic810002@pec.istruzione.it,15179,45.51612102,9.00795338,"(45.51612102, 9.00795338)"
MI,MIAA89002R,Scuola dell'Infanzia,Infanzia - via Rimembranze,Via Rimembranze,,,L409,TREZZANO SUL NAVIGLIO,20090,073,,Ordinaria,NO,MIIC89000V,MIIC89000V,R. Franceschi,"Via Concordia, 2",L409,TREZZANO SUL NAVIGLIO,20090,073,Statale,1133,136,7,Primo ciclo,Istituto Comprensivo,,Non montano,0248402046,0248490197,,segreteria@iscfranceschi.191.it,segreteria4novembre@libero.it,MIIC89000V@PEC.ISTRUZIONE.IT,miaa35601x@pec.istruzione.it,15220,45.41867255,9.0683319,"(45.41867255, 9.0683319)"
MI,MITF092017-TT,Istituto Istruzione Secondario Secondo grado,I.T. Tecnologico - Alessandrini,Viale Zara,23c,,M091,VITTUONE,20010,071,,Ordinaria,SI,MIIS09200P,MIIS09200P,E. Alessandrini,"Viale Zara, 23c",M091,VITTUONE,20010,071,Statale,990,818,2,Secondo ciclo,Istituto di Istruzione Superiore,Istituto Tecnico,Non montano,0290111011,0290110385,0290110385,itis.vit@iisvittuone.it,segreteria@iisvittuone.it,mitf092017@pec.istruzione.it,mitf092017@pec.istruzione.it,15243,45.4892382,8.9609318,"(45.4892382, 8.9609318)"
MI,MIMM858036,Istituto Istruzione Secondario Primo grado,Secondaria Primo Grado - I . Montanelli,Via Roma,11,BOFFALORA SOPRA TICINO,A920,BOFFALORA SOPRA TICINO,20010,071,029754234,Ordinaria,NO,MIIC858003,MIIC858003,Edmondo De Amicis,"Via al Donatore di Sangue, 11",E921,MARCALLO CON CASONE,20010,071,Statale,1090,138,6,Primo ciclo,Istituto Comprensivo,,Non montano,02 9761170,02 9760746,,miic858003@istruzione.it,,miic858003@pec.istruzione.it,miic858003@pec.istruzione.it,15026,45.46774766,8.8344206,"(45.46774766, 8.8344206)"
MI,MIAA893017,Scuola dell'Infanzia,Infanzia - via Sestogallo,Via Sestogallo,,FRAZIONE BORGOLOMBARDO,H930,SAN GIULIANO MILANESE,20098,057,029846968,Ordinaria,NO,MIIC89300A,MIIC89300A,Enrico Fermi,"Via Giovanni XXIII, 18",H930,SAN GIULIANO MILANESE,20098,057,Statale,1144,147,6,Primo ciclo,Istituto Comprensivo,,Non montano,029846156,029846056,,miic89300a@istruzione.it,,icfermi@postecert.it,miic89300a@pec.istruzione.it,15195,45.40025069,9.27615845,"(45.40025069, 9.27615845)"
MI,MIMM83301Q,Istituto Istruzione Secondario Primo grado,Secondaria Primo Grado - L.Pirandello,Via Drizza,16,-,I786,SOLARO,20020,009,029690174,Ordinaria,SI,MIIC83300P,MIIC83300P,Regina Elena,"Via Drizza, 16",I786,SOLARO,20020,009,Statale,1188,286,6,Primo ciclo,Istituto Comprensivo,,Non montano,0296790144,029690496,,miic83300p@istruzione.it,,miic83300p@pec.istruzione.it,miic83300p@pec.istruzione.it,15213,45.61642083,9.07474195,"(45.61642083, 9.07474195)"
MI,MIAA30601V,Scuola dell'Infanzia,Infanzia - Via Bottego,Via Bottego,4,,F205,MILANO,20132,,,Ordinaria,SI,MIEE306003,MIEE306003,Scuola Primaria Perasso,"Via Bottego, 4",F205,MILANO,20132,,Statale,796,54,3,Primo ciclo,Altro,,Non montano,02-8844465,,0288448109,miee306003@istruzione.it,ddbottego@tiscali.it,miee306003@pec.istruzione.it,miee306003@pec.istruzione.it,15146,45.50365432,9.24327842,"(45.50365432, 9.24327842)"
MI,MIEE84701P,Istituto Istruzione Primario,Primaria - Strobino,Via Boccaccio,2  E,CERRO MAGGIORE,C537,CERRO MAGGIORE,20023,069,0331515120,Ordinaria,NO,MIIC84700L,MIIC84700L,IC Strobino,"Via Boccaccio, 2 e",C537,CERRO MAGGIORE,20023,069,Statale,1120,220,5,Primo ciclo,Istituto Comprensivo,,Non montano,,,0331517879,miic84700l@istruzione.it,ddcerro@tin.it,miic84700l@pec.istruzione.it,miic84700l@pec.istruzione.it,15072,45.59437835,8.95753474,"(45.59437835, 8.95753474)"
MI,MIEE824012,Istituto Istruzione Primario,Primaria - Giusti-D'Assisi,Via Giusti,15,MILANO,F205,MILANO,20154,079,023315905,Ordinaria,SI,MIIC82400X,MIIC82400X,Giusti,"Via Giusti, 15",F205,MILANO,20154,079,Statale,1194,458,3,Primo ciclo,Istituto Comprensivo,,Non montano,0288446864,0233603252,0233603252,miic82400x@istruzione.it,igipa@tin.it,miic82400x@pec.istruzione.it,miic82400x@pec.istruzione.it,15146,45.48012124,9.17675985,"(45.48012124, 9.17675985)"
MI,MIMM881026,Istituto Istruzione Secondario Primo grado,Secondaria Primo Grado - S.S. di Binasco,Via Baselica Bologna,,-,B938,CASARILE,20080,094,029054134,Ordinaria,NO,MIIC881004,MIIC881004,"IC di Noviglio-Casarile, Via Verdi","Via Verdi, 2",F968,NOVIGLIO,20082,094,Statale,988,123,6,Primo ciclo,Istituto Comprensivo,,Non montano,029006437,029006004,,miic881004@istruzione.it,,miic881004@pec.istruzione.it,miic881004@pec.istruzione.it,15055,45.31727547,9.10724174,"(45.31727547, 9.10724174)"
MI,MIMM85402T,Istituto Istruzione Secondario Primo grado,Secondaria Primo Grado - Casorezzo,Via Einaudi,7,CASOREZZO,B989,CASOREZZO,20010,068,029010259,Ordinaria,NO,MIIC85400Q,MIIC85400Q,Amedeo Duca D'Aosta,"Via Dante, 1",G181,OSSONA,20010,071,Statale,1194,169,7,Primo ciclo,Istituto Comprensivo,,Non montano,029010047,0290380635,,miic85400q@istruzione.it,,miic85400q@pec.istruzione.it,miic85400q@pec.istruzione.it,15058,45.52055055,8.90098208,"(45.52055055, 8.90098208)"
MI,MIMM844016,Istituto Istruzione Secondario Primo grado,Secondaria Primo Grado - Manzoni,Via XXV Aprile,1,-,B593,CANEGRATE,20010,068,0331403789,Ordinaria,NO,MIIC844005,MIIC844005,A. Moro,"Via Redipuglia, 6",B593,CANEGRATE,20010,068,Statale,1065,322,3,Primo ciclo,Istituto Comprensivo,,Non montano,0331400287,0331412773,,miic844005@istruzione.it,,miic844005@pec.istruzione.it,miic844005@pec.istruzione.it,15046,45.57164492,8.93439718,"(45.57164492, 8.93439718)"
MI,MIEE71902P,Istituto Istruzione Primario,Primaria - Beccaria sede associata carceraria - minorile,Via Calchi Taeggi,20,MILANO,F205,MILANO,20152,074,02414791,Carceraria,NO,MI991473DRM,MI991473DRM,CPIA - Milano,"Via De Rossi, 2",F205,MILANO,20156,074,Cpia,0,0,12,Istruzione Adulti,CTP,,Non montano,,0233000715,,franca.eda@tiscalinet.it,,,miic814009@pec.istruzione.it,15146,45.45321424,9.10897015,"(45.45321424, 9.10897015)"
MI,MIMM852015,Istituto Istruzione Secondario Primo grado,Secondaria Primo Grado - F. Tosi,Via S. Teresa,30,-,E514,LEGNANO,20025,069,0331427611,Ordinaria,NO,MIIC852004,MIIC852004,Alessandro Manzoni,"Via Santa Teresa, 30",E514,LEGNANO,20025,069,Statale,1367,517,4,Primo ciclo,Istituto Comprensivo,,Non montano,0331427611,0331427628,0331427628,miic852004@istruzione.it,segreteria.tosi@tuttopmi.it,miic852004@pec.istruzione.it,miic852004@pec.istruzione.it,15118,45.60705135,8.92356365,"(45.60705135, 8.92356365)"
MI,MIEE87202C,Istituto Istruzione Primario,Primaria - via Marangoni,Via Marangoni,,BESATE,A820,BESATE,20080,072,029050265,Ordinaria,NO,MIIC872009,MIIC872009,Ada Negri,"Via Don Milani, 4",F783,MOTTA VISCONTI,20086,072,Statale,1015,144,7,Primo ciclo,Istituto Comprensivo,,Non montano,0290000266,0290000266,0290504663,miic872009@istruzione.it,miic872009@istruzione.it,miic872009@pec.istruzione.it,miic872009@pec.istruzione.it,15022,45.3140048,8.97208729,"(45.3140048, 8.97208729)"
MI,MIMM70701A,Istituto Istruzione Secondario Primo grado,Secondaria Primo Grado - presso Casa Circondariale Bollate,Via Cristina Belgioioso,120,-,A940,BOLLATE,20157,066,,Carceraria,NO,MI066449DRM,MI066449DRM,CPIA - Legnano - Magenta - Rho,"Via Santa Teresa, 36",E591,LEGNANO,20025,066,Cpia,0,0,5,Istruzione Adulti,CTP,,Non montano,,0331427628,,ctplegnano@tiscali.it,,,mb093851drm@pec.istruzione.it,15027,45.5207303,9.0975178,"(45.5207303, 9.0975178)"
MI,MIEE8CJ01Q,Istituto Istruzione Primario,Primaria - Grezzago,Piazza A. Moro,10,GREZZAGO,E170,GREZZAGO,20056,059,0290960923,Ordinaria,NO,MIIC8CJ00N,MIIC8CJ00N,Gandhi,"Via Commendator Brambati,",L408,TREZZANO ROSA,20060,059,Statale,932,145,5,Primo ciclo,Istituto Comprensivo,,Non montano,,,,miic8cj00n@istruzione.it,,miic8cj00n@pec.istruzione.it,miic8cj00n@pec.istruzione.it,15110,45.5920204,9.4973265,"(45.5920204, 9.4973265)"
MI,MIEE8A5028,Istituto Istruzione Primario,Primaria - Oriani,Via Buozzi,,,I690,SESTO SAN GIOVANNI,20099,064,,Ordinaria,NO,MIIC8A5005,MIIC8A5005,Martiri della libertÃ ,"Via Cavallotti, 88",I690,SESTO SAN GIOVANNI,20099,064,Statale,1295,187,5,Primo ciclo,Istituto Comprensivo,,Non montano,02365831,0236583117,,miic8a5005@istruzione.it,,miic8a5005@pec.istruzione.it,miee371028@pec.istruzione.it,15209,45.52993965,9.2285869,"(45.52993965, 9.2285869)"
MI,MIMM882022,Istituto Istruzione Secondario Primo grado,Secondaria Primo Grado - Zibido San Giacomo,Via Quasimodo,,FRAZ. S.PIETRO CUSICO,M176,ZIBIDO SAN GIACOMO,20080,094,0290003959,Ordinaria,NO,MIIC88200X,MIIC88200X,IC Lacchiarella,"Via Dante, 10",E395,LACCHIARELLA,20084,094,Statale,1707,241,6,Primo ciclo,Istituto Comprensivo,,Non montano,029008096,0290030428,,miic88200x@istruzione.it,,miic88200x@pec.istruzione.it,miic88200x@pec.istruzione.it,15247,45.36769412,9.10952594,"(45.36769412, 9.10952594)"
MI,MIMM81401A,Istituto Istruzione Secondario Primo grado,Secondaria Primo Grado - Cavalieri,Via Anco Marzio,9,-,F205,MILANO,20123,074,0288446249,Ordinaria,SI,MIIC814009,MIIC814009,Cavalieri,"Via Anco Marzio, 9",F205,MILANO,20123,074,Statale,822,356,3,Primo ciclo,Istituto Comprensivo,,Non montano,,,024692242,miic814009@istruzione.it,anmarzio@tin.it,miic814009@pec.istruzione.it,miic814009@pec.istruzione.it,15146,45.46009975,9.1704266,"(45.46009975, 9.1704266)"
MI,MIEE82501T,Istituto Istruzione Primario,Primaria - via Sardegna,Via Sardegna,,CINISELLO BALSAMO,C707,CINISELLO BALSAMO,20092,065,0266049202,Ordinaria,NO,MIIC82500Q,MIIC82500Q,Balilla Paganelli,"Via Friuli, 18",C707,CINISELLO BALSAMO,20092,065,Statale,1089,190,7,Primo ciclo,Istituto Comprensivo,,Non montano,0266047583,0266014616,,miic82500q@istruzione.it,,miic82500q@pec.istruzione.it,miic82500q@pec.istruzione.it,15077,45.5495033,9.2330601,"(45.5495033, 9.2330601)"
MI,MIEE82001P,Istituto Istruzione Primario,Primaria - F.Lli Cervi,Via dei Salici,2,-,F205,MILANO,20152,091,024797704,Ordinaria,SI,MIIC82000L,MIIC82000L,Munari,"Via dei Salici, 2",F205,MILANO,20152,091,Statale,888,291,5,Primo ciclo,Istituto Comprensivo,,Non montano,0247996068,024598727,024598727,miic82000l@istruzione.it,isc.salici@tin.it,miic82000l@pec.istruzione.it,miic82000l@pec.istruzione.it,15146,45.45202901,9.08045443,"(45.45202901, 9.08045443)"
MI,MIAA885018,Scuola dell'Infanzia,Infanzia - Fumagalli,Via Fontana,,LOCATE DI TRIULZI,E639,LOCATE DI TRIULZI,20085,094,029077918,Ordinaria,NO,MIIC88500B,MIIC88500B,Don Milani,"Via Don Milani,",E639,LOCATE DI TRIULZI,20085,094,Statale,989,203,3,Primo ciclo,Istituto Comprensivo,,Non montano,0290780494,029079360,,miic88500b@istruzione.it,,miic88500b@pec.istruzione.it,miic88500b@pec.istruzione.it,15125,45.35727673,9.22155092,"(45.35727673, 9.22155092)"
MI,MIAA8A305E,Scuola dell'Infanzia,Infanzia - Dresano,Via dei Giardini,,DRESANO,D367,DRESANO,20070,057,029818643,Ordinaria,NO,MIIC8A300D,MIIC8A300D,Della Margherita,"Via Verdi, 3",M102,VIZZOLO PREDABISSI,20070,057,Statale,1368,72,12,Primo ciclo,Istituto Comprensivo,,Non montano,029832961,029832128,,miic8a300d@istruzione.it,,miic8a300d@pec.istruzione.it,miic8a300d@pec.istruzione.it,15101,45.37383348,9.358772,"(45.37383348, 9.358772)"
MI,MIMM89301B,Istituto Istruzione Secondario Primo grado,Secondaria Primo Grado - E. Fermi,Via Giovanni XXii,18,-,H930,SAN GIULIANO MILANESE,20098,057,029846156,Ordinaria,NO,MIIC89300A,MIIC89300A,Enrico Fermi,"Via Giovanni XXIII, 18",H930,SAN GIULIANO MILANESE,20098,057,Statale,1144,356,6,Primo ciclo,Istituto Comprensivo,,Non montano,029846156,029846056,029846056,miic89300a@istruzione.it,icfermi@libero.it,icfermi@postecert.it,miic89300a@pec.istruzione.it,15195,45.40141,9.2759494,"(45.40141, 9.2759494)"
MI,MIEE838021,Istituto Istruzione Primario,Primaria - via Roma,Via Roma,32,-,A804,BERNATE TICINO,20010,070,029756397,Ordinaria,NO,MIIC83800T,MIIC83800T,IC Via Cavour,"Via Annoni, 47a",D198,CUGGIONO,20012,070,Statale,1047,131,7,Primo ciclo,Istituto Comprensivo,,Non montano,02974082,0297240752,,miic83800t@istruzione.it,,miic83800t@pec.istruzione.it,miic83800t@pec.istruzione.it,15019,45.48000682,8.81655817,"(45.48000682, 8.81655817)"
MI,MIMM89701P,Istituto Istruzione Secondario Primo grado,Secondaria Primo Grado - P.Frisi,Via Giardino,69,-,F100,MELEGNANO,20077,057,029832887,Ordinaria,SI,MIIC89700N,MIIC89700N,Paolo Frisi,"Via Giardino, 69",F100,MELEGNANO,20077,057,Statale,1319,244,6,Primo ciclo,Istituto Comprensivo,,Non montano,029832887,029834095,029834095,miic89700n@istruzione.it,icfrisi-melegnano@tiscali.it,miic89700n@pec.istruzione.it,miic89700n@pec.istruzione.it,15140,45.34981092,9.32541178,"(45.34981092, 9.32541178)"
MI,MIMM87701D,Istituto Istruzione Secondario Primo grado,Secondaria Primo Grado -   D. Alighieri,Via Giovanni XXIII,14,OPERA (MI),G078,OPERA,20090,094,0257600719,Ordinaria,SI,MIIC87700C,MIIC87700C,Dante Alighieri,"Via Giovanni XXIII, 14",G078,OPERA,20090,094,Statale,1434,403,7,Primo ciclo,Istituto Comprensivo,,Non montano,0257600719,0257600765,0257600765,miic87700c@istruzione.it,icopera@tiscali.it,miic87700c@pec.istruzione.it,miic87700c@pec.istruzione.it,15159,45.37876226,9.21021274,"(45.37876226, 9.21021274)"
MI,MIPS05801N,Istituto Istruzione Secondario Secondo grado,L. Scienze Umane - Frisi,Via Otranto Ang. Cittadini,1,MILANO,F205,MILANO,20157,093,0002357516,Ordinaria,NO,MIIS058007,MIIS058007,P. Frisi,"Via Otranto angolo Cittadini, 1",F205,MILANO,20157,093,Statale,1126,88,4,Secondo ciclo,Istituto di Istruzione Superiore,Liceo,Non montano,023575716,02-39001523,02-39001523,miis058007@istruzione.it,paolofrisimi@tin.it,miis058007@pec.istruzione.it,miis058007@pec.istruzione.it,15146,45.5145841,9.1358629,"(45.5145841, 9.1358629)"
MI,MIEE8CE02D,Istituto Istruzione Primario,Primaria - Ruffini,Via Ruffini,4  6,MILANO,F205,MILANO,20145,074,024987592,Ordinaria,NO,MIIC8CE00A,MIIC8CE00A,Pascoli,"Via Rasori, 19",F205,MILANO,20145,079,Statale,1382,389,3,Primo ciclo,Istituto Comprensivo,,Non montano,02884 44571,02884 44572,,miic8ce00a@istruzione.it,,miic8ce00a@pec.istruzione.it,miic8ce00a@pec.istruzione.it,15146,45.4671244,9.1691359,"(45.4671244, 9.1691359)"
MI,MICT70200X,Ctp,C.T.P. -  San Giuliano sede associata,Via Giovanni XXIII,18,SAN GIULIANO MILANESE,H930,SAN GIULIANO MILANESE,20098,057,029846156,Ordinaria,NO,MI064081DRM,MI064081DRM,CPIA - Sud Milano Maestro Alberto Manzi,"Viale Liguria, 4",H930,ROZZANO,20089,057,Cpia,0,0,5,Istruzione Adulti,CTP,,Non montano,02-8255740,02-8255740,,,,,mimm89301b-02@pec.istruzione.it,15195,45.39826266,9.28004544,"(45.39826266, 9.28004544)"
MI,MIAA35101R,Scuola dell'Infanzia,Infanzia - Mincio,Via Piave,12,ROZZANO,H623,ROZZANO,20089,094,08241128,Ordinaria,NO,MIEE351001,MIEE351001,III Circolo,"Via Mincio,",H623,ROZZANO,20089,094,Statale,882,162,4,Primo ciclo,Altro,,Non montano,028250585,0257591714,,miee351001@istruzione.it,,miee351001@pec.istruzione.it,miee351001@pec.istruzione.it,15189,45.39094046,9.16840906,"(45.39094046, 9.16840906)"
MI,MIEE82502V,Istituto Istruzione Primario,Primaria - Lincoln,Via S. Antonio,,CINISELLO BALSAMO,C707,CINISELLO BALSAMO,20092,065,0266047902,Ordinaria,NO,MIIC82500Q,MIIC82500Q,Balilla Paganelli,"Via Friuli, 18",C707,CINISELLO BALSAMO,20092,065,Statale,1089,256,7,Primo ciclo,Istituto Comprensivo,,Non montano,0266047583,0266014616,,miic82500q@istruzione.it,,miic82500q@pec.istruzione.it,miic82500q@pec.istruzione.it,15077,45.55216637,9.22192675,"(45.55216637, 9.22192675)"
